marca_value,marca_text,cc_value,cc_text,version_value,version_text
6,AJP,125,125,15060,PR3 Enduro 125 (2008-2015)
6,AJP,125,125,15061,PR3 Enduro Pro 125 (2013-2015)
6,AJP,125,125,15063,PR3 Supermotard 125 (2008-2012)
6,AJP,125,125,15064,PR3 Supermoto 125 (2013-2015)
6,AJP,125,125,15065,PR4 Enduro 125 (2004-2015)
6,AJP,125,125,15068,PR4 Supermotard 125 (2004-2009)
6,AJP,200,200,15075,PR3 Enduro 200 (2004-2004)
6,AJP,200,200,15074,PR3 MX 200 (2009-2011)
6,AJP,200,200,15076,PR3 Supermotard 200 (2008-2012)
6,AJP,200,200,15077,PR4 Enduro 200 (2004-2004)
6,AJP,250,250,15734,PR 5 Enduro 250 (2009-2015)
6,AJP,250,250,15735,PR 5 Supermotard 250 (2009-2015)
6,AJP,600,600,15047,PR7 (2021) 600 (2021-2021)
6,AJP,650,650,15787,PR7 Adventure (2017) 650 (2017-2017)
8,Aprilia,50,50,3337,AF1 50 (1984-1994)
8,Aprilia,50,50,4744,AF1 AE 50 (1986-1989)
8,Aprilia,50,50,2656,AF1 Europa 50 (1990-1992)
8,Aprilia,50,50,2657,AF1 Futura 50 (1990-1992)
8,Aprilia,50,50,1896,Classic 50 (1992-1999)
8,Aprilia,50,50,2658,ET 50 (1984-1989)
8,Aprilia,50,50,4746,ET AE 50 (1987-1987)
8,Aprilia,50,50,14179,ETX 50 (1986-1987)
8,Aprilia,50,50,3100,MX 50 (2003-2005)
8,Aprilia,50,50,3339,Pegaso 50 (1992-1997)
8,Aprilia,50,50,1902,Red Rose 50 (1988-1992)
8,Aprilia,50,50,4751,Red Rose AE 50 (1988-1992)
8,Aprilia,50,50,14032,RS 2T LC Euro4 50 (2018-2020)
8,Aprilia,50,50,45,RS 50 (2000-2020)
8,Aprilia,50,50,1903,RS Extrema 50 (1993-2005)
8,Aprilia,50,50,1905,RS Tuono 50 (2001-2007)
8,Aprilia,50,50,944,RS4 50 (2011-2019)
8,Aprilia,50,50,13733,RX (PV00/PVA00) 50 (2006-2017)
8,Aprilia,50,50,1906,RX 50 (1989-2006)
8,Aprilia,50,50,4752,RX AE 50 (1989-1990)
8,Aprilia,50,50,15984,Rx Euro4 50 (2018-2020)
8,Aprilia,50,50,13929,Rx Factory Euro4 50 (2018-2020)
8,Aprilia,50,50,13932,SX 2T LC Euro4 50 (2018-2020)
8,Aprilia,50,50,1911,SX 50 (2006-2016)
8,Aprilia,50,50,13931,SX Factory 2T LC Euro4 50 (2018-2020)
8,Aprilia,50,50,3342,Tuareg 50 (1985-1989)
8,Aprilia,50,50,4763,Tuareg AE 50 (1985-1989)
8,Aprilia,50,50,4764,Tuareg Rally AE 50 (1990-1992)
8,Aprilia,50,50,1913,Tuareg Wind 50 (1986-1989)
8,Aprilia,50,50,4765,Tuareg Wind AE 50 (1998-2000)
8,Aprilia,50,50,14459,Tuono 50 (2003-2007)
8,Aprilia,125,125,15639,AF1 125 (1987-1987)
8,Aprilia,125,125,949,AF1 Europa 125 (1990-1991)
8,Aprilia,125,125,950,AF1 Futura 125 (1990-1991)
8,Aprilia,125,125,951,AF1 Replica 125 (1989-1991)
8,Aprilia,125,125,952,AF1 Sintesi 125 (1988-1991)
8,Aprilia,125,125,15637,AF1 Sport 125 (1991-1991)
8,Aprilia,125,125,3344,AS R 125 (1985-1986)
8,Aprilia,125,125,954,Classic 125 (1995-2003)
8,Aprilia,125,125,3102,ETX 125 (1984-2001)
8,Aprilia,125,125,1914,MX SM (11K) 125 (2004-2006)
8,Aprilia,125,125,2663,MX SM (25K) 125 (2004-2007)
8,Aprilia,125,125,2664,Pegaso / Kat 125 (1989-1996)
8,Aprilia,125,125,960,Red Rose 125 (1987-1994)
8,Aprilia,125,125,139,RS 125 (1992-2015)
8,Aprilia,125,125,15573,RS Euro5 125 (2021-2024)
8,Aprilia,125,125,15574,RS GP Replica Euro5 125 (2021-2024)
8,Aprilia,125,125,15986,RS IE LC Euro4 125 (2017-2020)
8,Aprilia,125,125,14030,RS Replica GP IE LC Euro4 125 (2017-2020)
8,Aprilia,125,125,964,RS4 125 (2011-2016)
8,Aprilia,125,125,14353,RS4 ABS 125 (2017-2019)
8,Aprilia,125,125,15098,RS4 Replica 125 (2017-2019)
8,Aprilia,125,125,1915,RX (GF/HT/MT) 125 (1989-2000)
8,Aprilia,125,125,13734,RX 2T (RV00) 125 (2008-2013)
8,Aprilia,125,125,14357,RX IE 4T LC Euro4 125 (2018-2020)
8,Aprilia,125,125,15395,RX IE 4T LC Euro5 125 (2021-2024)
8,Aprilia,125,125,4770,ST / STX 125 (1982-1985)
8,Aprilia,125,125,1917,SX 2T (RV000) 125 (2008-2013)
8,Aprilia,125,125,14355,SX IE 4T LC Euro4 125 (2018-2020)
8,Aprilia,125,125,15396,SX IE 4T LC Euro5 125 (2021-2024)
8,Aprilia,125,125,14039,SX4 125 (2018-2021)
8,Aprilia,125,125,971,Tuareg 125 (1986-1990)
8,Aprilia,125,125,972,Tuareg Rally 125 (1986-1994)
8,Aprilia,125,125,973,Tuareg Wind 125 (1988-1994)
8,Aprilia,125,125,963,Tuono (2003-2009) 125 (2003-2009)
8,Aprilia,125,125,14028,Tuono ABS 125 (2017-2018)
8,Aprilia,125,125,14354,Tuono Euro4 125 (2017-2020)
8,Aprilia,125,125,15816,Tuono Euro5 125 (2021-2024)
8,Aprilia,250,250,1919,RS 250 (1995-2003)
8,Aprilia,300,300,15441,Atlantic S IE 4T LC Euro3 300 (2010-2014)
8,Aprilia,350,350,9154,ETX 350 (1986-1992)
8,Aprilia,350,350,2665,ETX Tuareg 350 (1986-1992)
8,Aprilia,350,350,2667,Tuareg Wind 350 (1987-1992)
8,Aprilia,450,450,2668,MXV 450 (2008-2014)
8,Aprilia,450,450,986,RXV 450 (2005-2014)
8,Aprilia,450,450,987,SXV 450 (2005-2014)
8,Aprilia,450,450,4774,SXV VDB Replica 450 (2008-2008)
8,Aprilia,550,550,991,RXV 550 (2005-2014)
8,Aprilia,550,550,992,SXV 550 (2005-2014)
8,Aprilia,550,550,4775,SXV VDB Replica 550 (2008-2008)
8,Aprilia,600,600,2669,ETX Tuareg 600 (1986-1992)
8,Aprilia,600,600,994,Pegaso 600 (1990-1994)
8,Aprilia,600,600,995,Tuareg Wind 600 (1987-1993)
8,Aprilia,650,650,996,Pegaso / Cube / IE 650 (1992-2009)
8,Aprilia,650,650,1000,Pegaso Factory 650 (2007-2011)
8,Aprilia,650,650,1001,Pegaso Strada 650 (2005-2011)
8,Aprilia,650,650,1002,Pegaso Trail 650 (2005-2008)
8,Aprilia,650,650,999,"Stark / Moto 6,5 650 (1995-2000)"
8,Aprilia,660,660,14870,RS Euro4 660 (2020-2020)
8,Aprilia,660,660,16256,RS Euro5 660 (2021-2024)
8,Aprilia,660,660,15389,Tuareg Euro5 660 (2021-2024)
8,Aprilia,660,660,14888,Tuono Euro4 660 (2020-2020)
8,Aprilia,660,660,16254,Tuono Euro5 660 (2021-2024)
8,Aprilia,660,660,16255,Tuono Factory Euro5 660 (2021-2024)
8,Aprilia,750,750,1920,Dorsoduro 750 (2008-2019)
8,Aprilia,750,750,3353,Dorsoduro Factory 750 (2010-2013)
8,Aprilia,750,750,4776,Dorsoduro Factory ABS 750 (2010-2013)
8,Aprilia,750,750,1003,Shiver 750 (2007-2018)
8,Aprilia,750,750,3106,Shiver GT 750 (2009-2009)
8,Aprilia,850,850,1921,Mana 850 (2007-2016)
8,Aprilia,850,850,14675,Mana GT 850 (2007-2016)
8,Aprilia,850,850,14361,SRV Euro4 850 (2017-2019)
8,Aprilia,900,900,14027,Dorsoduro Euro4 900 (2017-2020)
8,Aprilia,900,900,16404,Dorsoduro Euro5 900 (2021-2021)
8,Aprilia,900,900,14029,Shiver Euro4 900 (2017-2020)
8,Aprilia,900,900,14661,Shiver Euro5 900 (2021-2021)
8,Aprilia,1000,1000,16396,ETV Caponord 1000 (2001-2009)
8,Aprilia,1000,1000,1923,ETV Caponord ABS 1000 (2001-2009)
8,Aprilia,1000,1000,3108,ETV Caponord Rally Raid 1000 (2003-2004)
8,Aprilia,1000,1000,1004,RST Futura 1000 (2001-2004)
8,Aprilia,1000,1000,140,RSV 1000 (1998-2003)
8,Aprilia,1000,1000,3354,RSV 4 R 1000 (2009-2010)
8,Aprilia,1000,1000,4779,RSV 4 R APRC 1000 (2011-2014)
8,Aprilia,1000,1000,3109,RSV 4 R Factory 1000 (2009-2010)
8,Aprilia,1000,1000,3355,RSV 4 R Factory APRC 1000 (2011-2014)
8,Aprilia,1000,1000,4780,RSV 4 RF 1000 (2015-2019)
8,Aprilia,1000,1000,4781,RSV 4 RR (2015-2019) 1000 (2015-2019)
8,Aprilia,1000,1000,15604,RSV 4 RR (2020) 1000 (2020-2020)
8,Aprilia,1000,1000,16107,RSV 4 RR (2021) 1000 (2021-2021)
8,Aprilia,1000,1000,141,RSV R (MEA00/RPA0/RP012) 1000 (2000-2003)
8,Aprilia,1000,1000,13736,RSV R (RR00) 1000 (2004-2023)
8,Aprilia,1000,1000,1006,RSV R Factory 1000 (2004-2009)
8,Aprilia,1000,1000,1007,RSV R Tuono (RPB00) 1000 (2002-2005)
8,Aprilia,1000,1000,9167,RSV R Tuono (RRL00) 1000 (2006-2011)
8,Aprilia,1000,1000,3356,RSV R Tuono Factory 1000 (2004-2011)
8,Aprilia,1000,1000,3357,RSV R Tuono Racing / Factory 1000 (2003-2005)
8,Aprilia,1000,1000,1008,RSV SP 1000 (1999-2000)
8,Aprilia,1000,1000,1924,SL Falco 1000 (1998-2004)
8,Aprilia,1000,1000,13737,Tuono V4 R - APRC 1000 (2011-2014)
8,Aprilia,1100,1100,14889,RSV4 1100 (2021-2025)
8,Aprilia,1100,1100,13985,RSV4 Factory Euro4 1100 (2019-2020)
8,Aprilia,1100,1100,16106,RSV4 Factory Euro5 1100 (2021-2025)
8,Aprilia,1100,1100,4782,Tuono V4 Factory 1100 (2015-2020)
8,Aprilia,1100,1100,14664,Tuono V4 Factory Euro5 1100 (2021-2024)
8,Aprilia,1100,1100,4783,Tuono V4 RR 1100 (2015-2020)
8,Aprilia,1100,1100,14665,Tuono V4 RR Euro5 1100 (2021-2022)
8,Aprilia,1200,1200,1925,Caponord 1200 (2013-2019)
8,Aprilia,1200,1200,14680,Caponord ABS 1200 (2013-2016)
8,Aprilia,1200,1200,9171,Caponord Rally 1200 (2015-2019)
8,Aprilia,1200,1200,1926,Dorsoduro 1200 (2011-2016)
8,Aprilia,1200,1200,16561,Dorsoduro ABS 1200 (2011-2016)
11,Benelli,50,50,7007,Devil 50 (1992-1992)
11,Benelli,125,125,14034,BN ABS Euro4 125 (2018-2020)
11,Benelli,125,125,16044,BN Euro5 125 (2021-2024)
11,Benelli,125,125,9191,BX 2T 125 (1989-1990)
11,Benelli,125,125,2674,Jarno 125 (1989-1989)
11,Benelli,125,125,15891,Leoncino Euro5 125 (2022-2024)
11,Benelli,125,125,16045,TNT Tornado Naked Euro5 125 (2021-2024)
11,Benelli,125,125,14379,TNT Tornado Naked1 Euro4 125 (2017-2018)
11,Benelli,125,125,15786,TNT Tornado Naked2 Euro4 125 (2019-2020)
11,Benelli,250,250,14383,Leoncino Euro4 250 (2018-2020)
11,Benelli,250,250,16639,Leoncino Euro5 250 (2021-2023)
11,Benelli,251,251,14037,BN 251 ABS Euro4 251 (2017-2018)
11,Benelli,251,251,14381,BN251 (2016-2016)
11,Benelli,251,251,14382,TRK Euro4 251 (2019-2020)
11,Benelli,251,251,15425,TRK Euro5 251 (2021-2022)
11,Benelli,300,300,14866,BN 302 Tornado 300 (2014-2018)
11,Benelli,302,302,15424,302R Euro5 (2021-2022)
11,Benelli,302,302,9196,BN 302 (2014-2018)
11,Benelli,302,302,14018,BN 302 ABS Euro4 (2017-2020)
11,Benelli,302,302,14898,BN S (2018-2019) 302 (2018-2020)
11,Benelli,302,302,14666,BN S (2021) 302 (2021-2021)
11,Benelli,302,302,14380,BN302 Tornado (2015-2016)
11,Benelli,302,302,14867,R 302 ABS Euro4 (2017-2020)
11,Benelli,400,400,15314,Imperiale Euro4 400 (2019-2020)
11,Benelli,450,450,9199,BX 449 Cross 450 (2008-2010)
11,Benelli,450,450,15899,BX 449 Supermotard 450 (2008-2010)
11,Benelli,500,500,14377,Leoncino Euro4 500 (2017-2020)
11,Benelli,500,500,15763,Leoncino Euro5 500 (2019-2023)
11,Benelli,500,500,14378,Leoncino Trail Euro4 500 (2018-2020)
11,Benelli,500,500,15764,Leoncino Trail Euro5 500 (2021-2022)
11,Benelli,502,502,14384,502C Cruiser Euro4 (2019-2020)
11,Benelli,502,502,15893,502C Cruiser Euro5 (2021-2021)
11,Benelli,502,502,14035,TRK 502 ABS Euro4 (2017-2020)
11,Benelli,502,502,15792,TRK 502 ABS Euro5 (2021-2024)
11,Benelli,502,502,14036,TRK 502X ABS Euro4 (2017-2020)
11,Benelli,502,502,14626,TRK 502X ABS Euro5 (2021-2023)
11,Benelli,505,505,14532,BX Enduro 505 (2008-2008)
11,Benelli,570,570,15900,BX SM 570 (2008-2010)
11,Benelli,600,600,9034,B GT 600 (2015-2016)
11,Benelli,600,600,13762,B R 600 (2014-2014)
11,Benelli,600,600,9033,BN 600 (2012-2016)
11,Benelli,702,702,16479,TRK Euro5 702 (2023-2024)
11,Benelli,702,702,16480,TRK X Euro5 702 (2023-2024)
11,Benelli,752,752,14453,752S Euro4 752 (2018-2020)
11,Benelli,752,752,15892,752S Euro5 752 (2021-2024)
11,Benelli,756,756,15466,Cue 756 (2007-2012)
11,Benelli,899,899,3399,Century Racer 899 (2010-2011)
11,Benelli,899,899,3400,TNT 899 (2007-2011)
11,Benelli,899,899,3401,TRE K 899 (2007-2011)
11,Benelli,900,900,15465,Sei 900 (1981-1990)
11,Benelli,900,900,3407,Tornado TRE 900 (2000-2006)
11,Benelli,900,900,15888,Tornado TRE LE 900 (2000-2006)
11,Benelli,900,900,15889,Tornado TRE RS 900 (2000-2006)
11,Benelli,1130,1130,3404,TNT 1130 (2004-2006)
11,Benelli,1130,1130,9036,TNT Cafe Racer 1130 (2005-2012)
11,Benelli,1130,1130,15885,TNT Sport Evo 1130 (2007-2010)
11,Benelli,1130,1130,3408,TNT Sport 1130 (2005-2008)
11,Benelli,1130,1130,4801,TNT Titanium 1130 (2005-2008)
11,Benelli,1130,1130,3409,Tornado TRE 1130 (2007-2008)
11,Benelli,1130,1130,15886,Tornado TRE R 1130 (2013-2016)
11,Benelli,1130,1130,12713,TRE K 1130 (2006-2011)
11,Benelli,1130,1130,15887,TRE K Amazonas 1130 (2007-2011)
12,Betamotor,50,50,15454,Enduro RR 2T LC Euro5 (Minarelli AM 6) 50 (2003-2024)
12,Betamotor,50,50,15455,Enduro RR Racing 2T LC Euro5 (Minarelli AM 6) 50 (2017-2024)
12,Betamotor,50,50,15456,Enduro RR Sport 2T LC Euro5 (Minarelli AM 6) 50 (2021-2024)
12,Betamotor,50,50,14154,KR Adventure 50 (1986-2012)
12,Betamotor,50,50,14227,Motard RR 2T (MINARELLI AM 6) Euro4 50 (2019-2020)
12,Betamotor,50,50,15457,Motard RR 2T LC Euro5 (Minarelli AM 6) 50 (2021-2024)
12,Betamotor,50,50,14226,Motard RR Sport 2T (MINARELLI AM 6) Euro4 50 (2019-2020)
12,Betamotor,50,50,15458,Motard RR Sport 2T LC Euro5 (Minarelli AM 6) 50 (2017-2024)
12,Betamotor,50,50,14228,Motard RR Track 2T (MINARELLI AM 6) Euro4 50 (2019-2020)
12,Betamotor,50,50,15459,Motard RR Track 50 2T LC Euro5 (Minarelli AM 6) (2021-2024)
12,Betamotor,50,50,14155,REV 50 (2000-2008)
12,Betamotor,50,50,15403,RK6 LC 50 (1986-1987)
12,Betamotor,50,50,14224,RR Enduro 2T LC (MINARELLI AM 6) Euro4 50 (2019-2020)
12,Betamotor,50,50,3120,RR Enduro 50 (2002-2014)
12,Betamotor,50,50,4802,RR Enduro AM6 FE Euro2 50 (2005-2006)
12,Betamotor,50,50,4803,RR Enduro AM6 K/S Euro2 50 (2007-2009)
12,Betamotor,50,50,4804,RR Enduro Factory 50 (2012-2014)
12,Betamotor,50,50,15452,RR Enduro Racing 2T LC (MINARELLI AM 6) Euro4 50 (2019-2020)
12,Betamotor,50,50,4805,RR Enduro Racing 50 (2010-2011)
12,Betamotor,50,50,4806,RR Enduro Racing AM6 FE Euro2 50 (2005-2006)
12,Betamotor,50,50,4807,RR Enduro Racing AM6 K/S Euro2 50 (2007-2009)
12,Betamotor,50,50,14225,RR Enduro Sport 2T LC (MINARELLI AM 6) Euro4 50 (2019-2020)
12,Betamotor,50,50,4808,RR Enduro Std 50 (2010-2014)
12,Betamotor,50,50,4809,RR Enduro Std AM6 FE Euro2 50 (2005-2006)
12,Betamotor,50,50,4810,RR Enduro Std AM6 K/S Euro2 50 (2007-2009)
12,Betamotor,50,50,13896,RR Motard (LLanta aleación) 50 (2013-2014)
12,Betamotor,50,50,13897,RR Motard (Rueda de radios) 50 (2010-2012)
12,Betamotor,50,50,3121,RR Motard 50 (1998-2004)
12,Betamotor,50,50,4811,RR Motard AM6 FE Euro2 (Rueda de Radios) 50 (2005-2006)
12,Betamotor,50,50,4812,RR Motard AM6 K/S Euro2 (Rueda de Radios) 50 (2007-2009)
12,Betamotor,50,50,4813,RR Motard Racing AM6 K/S Euro2 (Rueda de Radios) 5 (2007-2008)
12,Betamotor,50,50,13343,RR Motard Std (Llanta de Aleación) 50 (2012-2014)
12,Betamotor,50,50,13344,RR Motard Std (Rueda de Radios) 50 (2010-2012)
12,Betamotor,50,50,4815,RR Motard Std AM6 K/S Euro2 (Rueda de Radios) 50 (2009-2009)
12,Betamotor,50,50,13345,RR Motard Track (Llanta de Aleación) 50 (2010-2013)
12,Betamotor,50,50,13346,RR Motard Track (Rueda de Radios) 50 (2014-2014)
12,Betamotor,50,50,4817,RR Motard Track AM6 K/S Euro2 (Llanta de Aleación) (2008-2009)
12,Betamotor,50,50,3416,RR Supermotard 50 (2002-2004)
12,Betamotor,50,50,7907,RR Supermotard Alu 50 (2004-2008)
12,Betamotor,80,80,14157,REV 80 (2000-2010)
12,Betamotor,125,125,15469,Alp 2T 125 (1998-1998)
12,Betamotor,125,125,14182,Alp 4T 125 (2000-2010)
12,Betamotor,125,125,3422,EVO 2T 125 (2009-2013)
12,Betamotor,125,125,15471,M4 125 (2006-2006)
12,Betamotor,125,125,15472,Rev 2T 125 (2000-2008)
12,Betamotor,125,125,15474,Rev 3 125 (1994-2008)
12,Betamotor,125,125,14102,RR 2T 125 (2018-2024)
12,Betamotor,125,125,1017,RR 4T 125 (2006-2010)
12,Betamotor,125,125,12753,RR 4T AIR 125 (2006-2013)
12,Betamotor,125,125,13364,RR 4T LC 125 (2010-2017)
12,Betamotor,125,125,15912,RR Enduro 2t (Mot.Beta) Euro4 125 (2018-2020)
12,Betamotor,125,125,16117,RR Enduro 4T Euro5 125 (2021-2024)
12,Betamotor,125,125,3428,RR Enduro LC 4T 125 (2010-2018)
12,Betamotor,125,125,16455,RR Enduro T 4T Euro5 125 (2021-2024)
12,Betamotor,125,125,16453,RR Motard Euro5 125 (2021-2024)
12,Betamotor,125,125,4821,RR Motard LC 4T 125 (2010-2013)
12,Betamotor,125,125,16118,RR Motard R Euro5 125 (2021-2024)
12,Betamotor,125,125,16454,RR Motard T Euro5 125 (2021-2024)
12,Betamotor,125,125,12757,RR SM 4T AIR 125 (2006-2010)
12,Betamotor,125,125,15468,RR SM 4T LC 125 (2010-2017)
12,Betamotor,125,125,15473,Techno 125 (1994-1998)
12,Betamotor,125,125,15470,Trial 125 (1997-1997)
12,Betamotor,125,125,1019,Urban 4T 125 (2008-2010)
12,Betamotor,200,200,1021,Alp 4T 200 (2003-2010)
12,Betamotor,200,200,3432,EVO 2T 200 (2009-2010)
12,Betamotor,200,200,11965,Rev 2T 200 (2006-2008)
12,Betamotor,200,200,1022,Urban 4T 200 (2008-2009)
12,Betamotor,240,240,15475,Alp 2T 240 (1992-1996)
12,Betamotor,240,240,15476,Super Trial 240 (1992-1992)
12,Betamotor,240,240,15477,Techno 240 (1997-1997)
12,Betamotor,250,250,3435,Alp 250 (1996-1998)
12,Betamotor,250,250,3437,EVO 2T 250 (2009-2013)
12,Betamotor,250,250,3438,EVO 4T 250 (2009-2012)
12,Betamotor,250,250,4822,Rev 2T 250 (2000-2008)
12,Betamotor,250,250,13385,REV Racing 4T 250 (2008-2010)
12,Betamotor,250,250,1023,RR EN (Mot. KTM) 250 (2005-2007)
12,Betamotor,250,250,1024,RR Enduro 2T (Mot. Beta) 250 (2013-2024)
12,Betamotor,250,250,1025,RR SM (Mot. KTM) 250 (2005-2007)
12,Betamotor,250,250,15479,ST 250 (1997-1998)
12,Betamotor,250,250,3443,Techno 250 (1994-1995)
12,Betamotor,250,250,15480,Xtrainer 250 (2018-2024)
12,Betamotor,260,260,3444,Alp 260 (1990-1996)
12,Betamotor,260,260,4824,Synt 260 (1992-1995)
12,Betamotor,260,260,3445,TR 34 260 (1988-1992)
12,Betamotor,260,260,4825,Zero 260 (1989-1993)
12,Betamotor,270,270,11966,Rev 2T 270 (2000-2008)
12,Betamotor,290,290,3446,EVO 2T 290 (2009-2011)
12,Betamotor,300,300,11967,EVO 2T 300 (2009-2015)
12,Betamotor,300,300,3447,EVO 4T 300 (2009-2015)
12,Betamotor,300,300,1026,RR Enduro 2T (Mot. Beta) 300 (2010-2024)
12,Betamotor,350,350,3448,ALP 4.0 4T 350 (2003-2018)
12,Betamotor,350,350,3449,Euro 350 (2001-2002)
12,Betamotor,350,350,3450,Jonathan 350 (2001-2003)
12,Betamotor,350,350,4826,M4 4T 350 (2003-2008)
12,Betamotor,350,350,9232,RR EFI 350 (2015-2024)
12,Betamotor,350,350,9234,RR Enduro (Mot. Beta) 350 (2011-2014)
12,Betamotor,390,390,15493,RR Enduro (Mot.Beta) 390 (2015-2015)
12,Betamotor,390,390,15494,RR Enduro EFI (Mot.Beta) 390 (2016-2024)
12,Betamotor,400,400,1028,RR EN (Mot. KTM) 400 (2005-2010)
12,Betamotor,400,400,9236,RR Enduro (Mot. Beta) 400 (2010-2014)
12,Betamotor,400,400,1029,RR SM (Mot. KTM) 400 (2005-2010)
12,Betamotor,430,430,15496,RR Enduro (Mot.Beta) 430 (2015-2015)
12,Betamotor,430,430,15497,RR Enduro EFI (Mot.Beta) 430 (2016-2024)
12,Betamotor,450,450,1030,RR EN (Mot. KTM) 450 (2005-2010)
12,Betamotor,450,450,9240,RR Enduro (Mot. Beta) 450 (2010-2014)
12,Betamotor,450,450,1031,RR SM (Mot. KTM) 450 (2005-2010)
12,Betamotor,480,480,15499,RR Enduro (Mot.Beta) 480 (2015-2015)
12,Betamotor,480,480,15500,RR Enduro EFI (Mot.Beta) 480 (2015-2019)
12,Betamotor,498,498,9243,RR Enduro (Mot. Beta) 498 (2012-2014)
12,Betamotor,520,520,11792,RR Enduro (Mot. Beta) 520 (2010-2011)
12,Betamotor,525,525,1034,RR EN (Mot. KTM) 525 (2005-2010)
12,Betamotor,525,525,1035,RR SM (Mot. KTM) 525 (2005-2010)
13,Bimota,300,300,15592,BBX Enduro 300 (2012-2012)
13,Bimota,400,400,9250,YB7 400 (1989-1989)
13,Bimota,500,500,14941,V2 500 (1997-2000)
13,Bimota,508,508,15593,BBX Enduro 508 (2012-2012)
13,Bimota,600,600,9253,Bellaria 600 (1990-1993)
13,Bimota,600,600,13577,YB9 SR 600 (1994-1998)
13,Bimota,600,600,9254,YB9 SRI 600 (1996-1998)
13,Bimota,650,650,9255,BB1 Supermono 650 (1995-1997)
13,Bimota,750,750,9256,SB7 750 (1994-1996)
13,Bimota,750,750,9257,YB4 750 (1988-1990)
13,Bimota,851,851,9258,1D Tesi 851 (1990-1991)
13,Bimota,900,900,9259,DB2 900 (1992-1998)
13,Bimota,900,900,16182,DB2 EF 900 (1997-1998)
13,Bimota,900,900,16183,DB2 SR 900 (1994-1996)
13,Bimota,900,900,9261,DB3 Mantra 900 (1995-1998)
13,Bimota,900,900,9260,DB4 IE 900 (2000-2002)
13,Bimota,906,906,9262,Tesi 1D 906 (1991-1991)
13,Bimota,906,906,16187,Tesi 1D ES 906 (1993-1993)
13,Bimota,906,906,16188,Tesi 1D SR 906 (1992-1992)
13,Bimota,1000,1000,16197,2D Tesi 1000 (2004-2006)
13,Bimota,1000,1000,9264,BB3 1000 (2014-2015)
13,Bimota,1000,1000,9039,DB5 1000 (2005-2006)
13,Bimota,1000,1000,16198,DB5 S 1000 (2007-2011)
13,Bimota,1000,1000,9040,DB6 Delirio 1000 (2006-2008)
13,Bimota,1000,1000,16199,DB6 R Delirio 1000 (2006-2009)
13,Bimota,1000,1000,16201,Furano 1000 (1992-1993)
13,Bimota,1000,1000,16194,KB4 1000 (2023-2023)
13,Bimota,1000,1000,16195,KB4 RC 1000 (2023-2023)
13,Bimota,1000,1000,9266,SB8K 1000 (2006-2006)
13,Bimota,1000,1000,9041,SB8K Santamonica 1000 (2007-2007)
13,Bimota,1000,1000,9265,SB8R 1000 (1999-2000)
13,Bimota,1000,1000,13578,YB10 1000 (1990-1994)
13,Bimota,1000,1000,16203,YB10 BIP 1000 (1990-1994)
13,Bimota,1000,1000,9267,YB11 1000 (1996-1999)
13,Bimota,1000,1000,9268,YB6 1000 (1988-1990)
13,Bimota,1000,1000,9269,YB8 1000 (1990-1994)
13,Bimota,1078,1078,12313,3D Tesi 1078 (2007-2012)
13,Bimota,1078,1078,9042,DB10 B Motard 1078 (2011-2014)
13,Bimota,1078,1078,12314,DB5R / S / RE 1078 (2007-2012)
13,Bimota,1098,1098,9044,DB7 1098 (2008-2008)
13,Bimota,1100,1100,9273,SB6 1100 (1994-2000)
13,Bimota,1100,1100,13103,SB6R 1100 (1997-1999)
13,Bimota,1198,1198,9274,DB8 / DB8SP 1198 (2009-2014)
13,Bimota,1200,1200,9275,DB11 1200 (2013-2014)
13,Bimota,1200,1200,4827,YB5 1200 (1987-1988)
15,BMW,310,310,13763,G GS Euro4 310 (2017-2020)
15,BMW,310,310,14628,G GS Euro5 310 (2021-2024)
15,BMW,310,310,13967,G R Euro4 310 (2016-2020)
15,BMW,310,310,14629,G R Euro5 310 (2021-2024)
15,BMW,450,450,1038,G SMR 450 (2009-2010)
15,BMW,450,450,1039,G X 450 (2008-2012)
15,BMW,450,450,4828,R 45-20kw / R 45-26kw N/T 450 (1975-2008)
15,BMW,650,650,143,F 650 (1993-2001)
15,BMW,650,650,16914,F 650 GS ABS Dakar Euro1 (2001-2003)
15,BMW,650,650,16915,F 650 GS ABS Dakar Euro2 (2004-2007)
15,BMW,650,650,16913,F 650 GS ABS Euro1 (2000-2003)
15,BMW,650,650,16911,F 650 GS ABS Euro2 (2004-2007)
15,BMW,650,650,13607,F 650 GS ABS Euro3 (2007-2012)
15,BMW,650,650,144,F 650 GS Dakar Euro1 (2001-2003)
15,BMW,650,650,16916,F 650 GS Dakar Euro2 (2004-2007)
15,BMW,650,650,14169,F 650 GS Euro1 (2000-2003)
15,BMW,650,650,16912,F 650 GS Euro2 (2004-2007)
15,BMW,650,650,145,F 650 GS Euro3 (2007-2012)
15,BMW,650,650,18224,F CS Scarver ABS Euro1 650 (2002-2003)
15,BMW,650,650,18225,F CS Scarver ABS Euro2 650 (2004-2005)
15,BMW,650,650,1040,F CS Scarver Euro1 650 (2002-2003)
15,BMW,650,650,18226,F CS Scarver Euro2 650 (2004-2005)
15,BMW,650,650,14722,F Funduro 650 (1993-2001)
15,BMW,650,650,14721,F ST strada 650 (1993-2001)
15,BMW,650,650,16900,G 650 GS ABS Euro3 (0180) (2009-2010)
15,BMW,650,650,16902,G 650 GS ABS Euro3 (0188) (2011-2016)
