marca_value,marca_text,cc_value,cc_text,version_value,version_text
44,Honda,900,900,5122,CB C Custom 900 (1980-1982)
44,Honda,900,900,14507,CB F Bol d'or (SC01) 900 (1979-1981)
44,Honda,900,900,14508,CB F Bol d'or (SC09) 900 (1982-1983)
44,Honda,900,900,267,CB F Hornet (SC48A-B-C) Euro2 900 (2002-2007)
44,Honda,900,900,14609,CBR RR Fireblade (SC33) 919 (1992-1999)
44,Honda,900,900,14610,CBR RR Fireblade (SC44A-B-C) Euro1 929 (2000-2001)
44,Honda,900,900,14611,CBR RR Fireblade (SC50A-B-C) Euro1 954 (2002-2003)
44,Honda,919,919,14189,CB F Hornet (SC48) 919 (2002-2007)
44,Honda,1000,1000,2811,CB C Custom 1000 (1983-1983)
44,Honda,1000,1000,7166,CB F Big One 1000 (1992-2006)
44,Honda,1000,1000,16787,CB Hornet ABS Euro5+ 1000 (2024-2025)
44,Honda,1000,1000,16788,CB Hornet SP ABS Euro5+ 1000 (2024-2025)
44,Honda,1000,1000,1338,CB R (SC60A-B) Euro3 1000 (2008-2015)
44,Honda,1000,1000,5124,CB R ABS (SC60C-D) Euro3 1000 (2009-2015)
44,Honda,1000,1000,13983,CB R Neo Sports Café Euro4 1000 (2018-2020)
44,Honda,1000,1000,16798,CB R Neo Sports Cafe Euro5 1000 (2021-2024)
44,Honda,1000,1000,3926,CBF (SC58A) Euro3 1000 (2006-2010)
44,Honda,1000,1000,1337,CBF ABS (SC58B-C-D) Euro3 1000 (2006-2010)
44,Honda,1000,1000,13804,CBF F Euro4 1000 (2010-2012)
44,Honda,1000,1000,273,CBR F (SC24) 1000 (1987-1999)
44,Honda,1000,1000,13815,CBR RR Fireblade (SC77A) ABS Euro4 1000 (2017-2019)
44,Honda,1000,1000,275,CBR RR Fireblade (SC57A-B-C-D) Euro2 1000 (2004-2007)
44,Honda,1000,1000,1339,CBR RR Fireblade (SC59A-B-J) Euro3 1000 (2008-2016)
44,Honda,1000,1000,1340,CBR RR Fireblade ABS (SC59C-D) Euro3 1000 (2009-2016)
44,Honda,1000,1000,16834,CBR RR Fireblade ABS Euro5+ 1000 (2024-2025)
44,Honda,1000,1000,5125,CBR RR Fireblade SP (SC59E-F) Euro3 1000 (2014-2016)
44,Honda,1000,1000,5126,CBR RR Fireblade SP ABS (SC59G-H) Euro3 1000 (2014-2016)
44,Honda,1000,1000,14615,CBR RR Fireblade SP1 (SC77B) Euro4 1000 (2017-2019)
44,Honda,1000,1000,16836,CBR RR Fireblade SP2 (SC77C) Euro4 1000 (2017-2019)
44,Honda,1000,1000,16598,CBR RR-R Fireblade Euro5 1000 (2020-2023)
44,Honda,1000,1000,16837,CBR RR-R Fireblade Euro5+ 1000 (2020-2023)
44,Honda,1000,1000,14548,CBR RR-R Fireblade SP Euro5 1000 (2020-2023)
44,Honda,1000,1000,16838,CBR RR-R Fireblade SP Euro5+ 1000 (2024-2025)
44,Honda,1000,1000,14490,CBX Super Sport (CB1) 1000 (1978-1979)
44,Honda,1000,1000,14491,CBX Super Sport (SC03) 1000 (1980-1980)
44,Honda,1000,1000,14492,CBX Super Sport (SC06) 1000 (1981-1982)
44,Honda,1000,1000,16863,CRF L Africa Twin (SD04A) Euro3 1000 (2016-2016)
44,Honda,1000,1000,16864,CRF L Africa Twin ABS (SD04B) Euro3 1000 (2016-2016)
44,Honda,1000,1000,13572,CRF L Africa Twin ABS (SD06A) Euro4 1000 (2017-2019)
44,Honda,1000,1000,16072,CRF L Africa Twin Adventure Sport ABS (SD06C) Euro4 1000 (2018-2019)
44,Honda,1000,1000,16073,CRF L Africa Twin Adventure Sport DCT ABS (SD06D) Euro4 1000 (2016-2019)
44,Honda,1000,1000,13835,CRF L Africa Twin DCT ABS Euro3 1000 (2016-2016)
44,Honda,1000,1000,16865,CRF L Africa Twin DCT ABS Euro4 1000 (2017-2019)
44,Honda,1000,1000,16866,RC213 V-S (SC75) Euro3 1000 (2016-2016)
44,Honda,1000,1000,7788,RVT R 1000 (2000-2006)
44,Honda,1000,1000,2194,VF F Interceptor 1000 (1984-1987)
44,Honda,1000,1000,7230,VF R 1000 (1984-1986)
44,Honda,1000,1000,279,VTR F Fire Storm Euro1 1000 (1999-2002)
44,Honda,1000,1000,16867,VTR F Fire Storm Euro2 1000 (2003-2006)
44,Honda,1000,1000,7169,VTR SP1 (SC45A-B) Euro1 1000 (2000-2001)
44,Honda,1000,1000,16086,VTR SP2 (SC45A-B) Euro2 1000 (2002-2006)
44,Honda,1000,1000,16871,XL V Varadero ABS (SC02C-D) Euro2 1000 (2004-2006)
44,Honda,1000,1000,3184,XL V Varadero ABS (SD02C-D) Euro3 1000 (2007-2010)
44,Honda,1000,1000,16872,XL V Varadero ABS (SD03B) Euro3 1000 (2011-2011)
44,Honda,1000,1000,16962,XL V Varadero CBS (SD01A) Euro1 1000 (1999-2000)
44,Honda,1000,1000,281,XL V Varadero CBS (SD02A-B) Euro1 1000 (2001-2002)
44,Honda,1000,1000,16868,XL V Varadero CBS (SD02A-B) Euro2 1000 (2003-2006)
44,Honda,1000,1000,16869,XL V Varadero CBS (SD02A-B) Euro3 1000 (2007-2010)
44,Honda,1000,1000,16870,XL V Varadero CBS (SD03A) Euro3 1000 (2011-2011)
44,Honda,1100,1100,16873,CB ABS (SC65B) Euro3 1000 (2013-2016)
44,Honda,1100,1100,13982,CB EX CA ABS (SC78A) Euro4 1100 (2017-2019)
44,Honda,1100,1100,16874,CB EX SA ABS (SC65C) Euro3 1100 (2014-2016)
44,Honda,1100,1100,5127,CB F 1100 (1983-1983)
44,Honda,1100,1100,14505,CB R (SC05) 1100 (1981-1981)
44,Honda,1100,1100,14506,CB R (SC08) 1100 (1982-1983)
44,Honda,1100,1100,13981,CB RS NA ABS (SC78B) Euro4 1100 (2017-2019)
44,Honda,1100,1100,1343,CB X11 SF Euro1 1100 (2000-2001)
44,Honda,1100,1100,16877,CBR XX Super BlackBird CBS 1100 (1997-1998)
44,Honda,1100,1100,5128,CBR XX Super Blackbird CBS Euro1 1100 (1999-2002)
44,Honda,1100,1100,16875,CBR XX Super BlackBird CBS Euro2 1100 (2003-2006)
44,Honda,1100,1100,14630,CMX Rebel ABS (SC83A) Euro5 1100 (2021-2024)
44,Honda,1100,1100,16966,CMX Rebel ABS (SC87A) Euro5+ 1100 (2025-2025)
44,Honda,1100,1100,15689,CMX Rebel DCT ABS (SC83B) Euro5 1100 (2021-2024)
44,Honda,1100,1100,16981,CMX Rebel DCT ABS (SC87B) Euro5+ 1100 (2025-2025)
44,Honda,1100,1100,16982,CMX Rebel DCT Touring ABS (SC83B) Euro5 1100 (2023-2024)
44,Honda,1100,1100,16967,CMX Rebel Touring ABS (SC83A) Euro5 1100 (2023-2024)
44,Honda,1100,1100,16979,CMX Rebel Touring ABS (SC87A) Euro5+ 1100 (2025-2025)
44,Honda,1100,1100,16398,CRF Africa Twin ABS (SD08A) Euro5 1100 (2020-2023)
44,Honda,1100,1100,16878,CRF Africa Twin ABS (SD13A) Euro5+ 1100 (2020-2025)
44,Honda,1100,1100,16401,CRF Africa Twin Adventure ABS (SD09A) Euro5 1100 (2020-2023)
44,Honda,1100,1100,16400,CRF Africa Twin Adventure DCT ABS (SD09B) Euro5 1100 (2020-2023)
44,Honda,1100,1100,14713,CRF Africa Twin Adventure Sports ABS (SD09C) Euro5 1100 (2020-2023)
44,Honda,1100,1100,16880,CRF Africa Twin Adventure Sports ABS (SD13C) Euro5+ 1100 (2024-2025)
44,Honda,1100,1100,16887,CRF Africa Twin Adventure Sports DCT ABS (SD09D) Euro5 1100 (2020-2023)
44,Honda,1100,1100,16888,CRF Africa Twin Adventure Sports DCT ABS (SD13D) Euro5+ 1100 (2024-2024)
44,Honda,1100,1100,16889,CRF Africa Twin Adventure Sports DCT ES ABS (SD14B) Euro5+ 1100 (2024-2025)
44,Honda,1100,1100,16884,CRF Africa Twin Adventure Sports ES ABS (SD14A) Euro5+ 1100 (2024-2025)
44,Honda,1100,1100,16399,CRF Africa Twin DCT ABS (SD08B) Euro5 1100 (2020-2023)
44,Honda,1100,1100,16879,CRF Africa Twin DCT ABS (SD13B) Euro5+ 1100 (2024-2025)
44,Honda,1100,1100,14712,CRF L Africa Twin DCT 1100 (2020-2020)
44,Honda,1100,1100,16655,CRF L Africa Twin Sports DCT Euro5 1100 (2021-2024)
44,Honda,1100,1100,16654,CRF L Africa Twin Sports Euro5 1100 (2021-2024)
44,Honda,1100,1100,2812,GL GoldWing 1100 (1980-1983)
44,Honda,1100,1100,15427,NT ABS (SC84A) Euro5 1100 (2022-2024)
44,Honda,1100,1100,16963,NT ABS (SC88A) Euro5+ 1100 (2025-2025)
44,Honda,1100,1100,16553,NT DCT ABS (SC84B) Euro5 1100 (2022-2024)
44,Honda,1100,1100,16964,NT DCT ABS (SC88A) Euro5+ 1100 (2025-2025)
44,Honda,1100,1100,16965,NT DCT ABS Electronic Suspension (SC89A) Euro5+ 1100 (2025-2025)
44,Honda,1100,1100,2197,ST Pan European ABS 1100 (1992-2002)
44,Honda,1100,1100,283,ST Pan European CBS 1100 (1990-2002)
44,Honda,1100,1100,2198,VF C V65 Magna 1100 (1983-1986)
44,Honda,1100,1100,2199,VF S V65 Sabre 1100 (1983-1985)
44,Honda,1100,1100,286,VT C Shadow 1100 (1985-2007)
44,Honda,1100,1100,2200,VT C2 Shadow (SC32) 1100 (1995-2007)
44,Honda,1100,1100,16983,VT C2 Shadow (SC43) 1100 (2000-2007)
44,Honda,1100,1100,2201,VT C3 Shadow 1100 (1998-2002)
44,Honda,1100,1100,5129,VT D2 Shadow (SC32) 1100 (1999-1999)
44,Honda,1100,1100,5130,VT T Shadow Tourer (SC37) 1100 (1998-2000)
44,Honda,1200,1200,2202,GL Gold Wing Aspencade 1200 (1984-1987)
44,Honda,1200,1200,5131,VFR F ABS (SC63A-B) Euro3 1200 (2010-2015)
44,Honda,1200,1200,5132,VFR F DCT ABS (SC63C-D) Euro3 1200 (2010-2015)
44,Honda,1200,1200,7352,VFR X Crosstourer ABS (SC70A-B) Euro3 1200 (2012-2015)
44,Honda,1200,1200,16990,VFR X Crosstourer ABS (SC76A-B) Euro4 1200 (2016-2018)
44,Honda,1200,1200,9761,VFR X Crosstourer DCT ABS (SC70C-D) Euro3 1200 (2012-2018)
44,Honda,1200,1200,16991,VFR X Crosstourer DCT ABS (SC76C-D) Euro4 1200 (2016-2018)
44,Honda,1200,1200,16992,VFR XL Crosstourer ABS (SC70E-F) Euro3 1200 (2014-2015)
44,Honda,1200,1200,16993,VFR XL Crosstourer ABS (SC76E) Euro4 1200 (2016-2016)
44,Honda,1200,1200,16994,VFR XL Crosstourer DCT ABS (SC70G-H) Euro3 1200 (2014-2015)
44,Honda,1200,1200,16995,VFR XL Crosstourer DCT ABS (SC76F) Euro4 1200 (2016-2016)
44,Honda,1300,1300,14853,CB (SC54A-B) Euro3 1300 (2005-2009)
44,Honda,1300,1300,288,CB 1300 (1998-2002)
44,Honda,1300,1300,3937,CB ABS (SC54C-D) Euro3 1300 (2005-2009)
44,Honda,1300,1300,2205,CB DC X4 1300 (1997-2000)
44,Honda,1300,1300,5135,CB F Super Four (SC40) 1300 (1998-2001)
44,Honda,1300,1300,16996,CB F Super Four (SC54A-B) Euro2 1300 (2003-2004)
44,Honda,1300,1300,16997,CB F1 Super Four (SC54A-B) Euro2 1300 (2003-2004)
44,Honda,1300,1300,16998,CB S ABS (SC54E-F) Euro3 1300 (2005-2010)
44,Honda,1300,1300,5134,CB SA Fairing ABS (SC54) 1300 (2005-2013)
44,Honda,1300,1300,5138,CTX ABS (SC74A) Euro3 1300 (2014-2014)
44,Honda,1300,1300,5139,ST Pan European ABS (SC51A-B) Euro2 1300 (2002-2005)
44,Honda,1300,1300,17000,ST Pan European ABS (SC51A-B) Euro3 1300 (2006-2014)
44,Honda,1300,1300,2207,ST Pan European CBS (SC51C-D) Euro2 1300 (2002-2005)
44,Honda,1300,1300,16999,ST Pan European CBS (SC51C-D) Euro3 1300 (2006-2009)
44,Honda,1300,1300,17001,VT Fury (SC61A) Euro3 1300 (2010-2010)
44,Honda,1300,1300,17005,VT Fury ABS (SC61B) Euro3 1300 (2010-2010)
44,Honda,1300,1300,7353,VTCR 1300 (2010-2016)
44,Honda,1300,1300,7354,VTCS 1300 (2010-2015)
44,Honda,1300,1300,11992,VTCX Fury 1300 (2010-2013)
44,Honda,1300,1300,2211,VTX R (SC52) Euro3 1300 (2005-2009)
44,Honda,1300,1300,2214,VTX S (SC52A) Euro2 1300 (2003-2007)
44,Honda,1500,1500,2215,GL Gold Wing 1500 (1988-2000)
44,Honda,1500,1500,3941,GL Valkirye F6C 1500 (1997-2003)
44,Honda,1800,1800,14387,GL Goldwing ABS (SC47A-B-C-D-E-F-G) Euro2 1800 (2001-2005)
44,Honda,1800,1800,17009,GL Goldwing ABS (SC47A-B-C-D-E-F-G) Euro3 1800 (2006-2011)
44,Honda,1800,1800,17012,GL Goldwing ABS (SC68A-B) Euro3 1800 (2012-2017)
44,Honda,1800,1800,17014,GL Goldwing ABS (SC79A) Euro4 1800 (2018-2020)
44,Honda,1800,1800,14739,GL Goldwing ABS (SC79A) Euro5 1800 (2021-2023)
44,Honda,1800,1800,5140,GL Goldwing Bagger F6B ABS (SC68E-F) Euro3 1800 (2013-2017)
44,Honda,1800,1800,2217,GL Goldwing Bagger Touring ABS (SC79C) Euro4 1800 (2018-2021)
44,Honda,1800,1800,17008,GL Goldwing Bagger Touring DCT ABS (TBD) Euro5+ 1800 (2025-2025)
44,Honda,1800,1800,17020,GL Goldwing F6C ABS (SC68P-S) Euro3 1800 (2014-2015)
44,Honda,1800,1800,17011,GL Goldwing Navi Airbag ABS (SC47M-N-P) Euro3 1800 (2006-2009)
44,Honda,1800,1800,17013,GL Goldwing Navi Airbag ABS (SC68C-D) Euro3 1800 (2012-2017)
44,Honda,1800,1800,17010,GL Goldwing Navy ABS (SC47H-L) Euro3 1800 (2006-2009)
44,Honda,1800,1800,15622,GL Goldwing Touring DCT ABS (SC79B) Euro4 1800 (2018-2020)
44,Honda,1800,1800,15623,GL Goldwing Touring DCT ABS (SC79B) Euro5 1800 (2021-2024)
44,Honda,1800,1800,17019,GL Goldwing Touring DCT ABS (TBD) Euro5+ 1800 (2025-2025)
44,Honda,1800,1800,2218,VTX C Euro2 1800 (2002-2004)
44,Honda,1800,1800,17021,VTX C1 Euro3 1800 (2005-2007)
46,HRD,50,50,10976,Sonic Supermotard 50 (1999-2003)
47,Husaberg,125,125,1345,TE 2T 125 (2011-2014)
47,Husaberg,250,250,1346,FE 4T 250 (2013-2014)
47,Husaberg,250,250,1347,TE 2T 250 (2011-2014)
47,Husaberg,300,300,1348,TE 2T 300 (2011-2014)
47,Husaberg,350,350,1349,FE 4T 350 (2013-2014)
47,Husaberg,390,390,1350,FE 70° Engine 390 (2009-2012)
47,Husaberg,400,400,3946,FC 400 (1996-2002)
47,Husaberg,400,400,1351,FE E 400 (1996-2003)
47,Husaberg,400,400,3947,FE S 400 (1996-2003)
47,Husaberg,400,400,1352,FS E 400 (2001-2003)
47,Husaberg,450,450,3948,FC 450 (2001-2008)
47,Husaberg,450,450,1353,FE 450 (2012-2014)
47,Husaberg,450,450,1354,FE 70° Engine 450 (2009-2011)
47,Husaberg,450,450,1355,FE E 450 (2001-2008)
47,Husaberg,450,450,3949,FE S 450 (2004-2009)
47,Husaberg,450,450,3950,FS 450 (2004-2004)
47,Husaberg,450,450,3951,FS C 450 (2001-2008)
47,Husaberg,450,450,3952,FS E 450 (2001-2008)
47,Husaberg,450,450,1356,FX 70° Engine 450 (2010-2011)
47,Husaberg,450,450,3953,FX E 450 (2001-2003)
47,Husaberg,470,470,3954,FC 470 (2001-2002)
47,Husaberg,470,470,3955,FX E 470 (2001-2002)
47,Husaberg,501,501,6894,FC S 501 (1999-2005)
47,Husaberg,501,501,1357,FE 501 (2012-2014)
47,Husaberg,501,501,1358,FE E 501 (1993-2004)
47,Husaberg,501,501,3956,FE S 501 (1993-2004)
47,Husaberg,550,550,3957,FC 550 (2001-2008)
47,Husaberg,550,550,1359,FE E 550 (2004-2008)
47,Husaberg,550,550,1360,FS E 550 (2004-2008)
47,Husaberg,570,570,9787,FE 70º 570 (2009-2012)
47,Husaberg,570,570,11836,FS 70º 570 (2009-2012)
47,Husaberg,600,600,3958,FC 600 (2000-2001)
47,Husaberg,600,600,3959,FE 600 (1993-2000)
47,Husaberg,600,600,3960,FE S / E 600 (1999-2003)
47,Husaberg,650,650,6895,FC 650 (2004-2005)
47,Husaberg,650,650,1362,FE E 650 (2001-2008)
47,Husaberg,650,650,3961,FS 650 (2004-2008)
47,Husaberg,650,650,1363,FS C 650 (2005-2008)
47,Husaberg,650,650,1364,FS E 650 (2001-2008)
48,Husqvarna,50,50,11306,CH Racing 50 (2002-2005)
48,Husqvarna,50,50,14965,TC 50 (2018-2025)
48,Husqvarna,65,65,9796,CR 65 (2012-2012)
48,Husqvarna,65,65,14043,TC 65 (2017-2024)
48,Husqvarna,85,85,8341,TC 17/14 85 (2014-2024)
48,Husqvarna,85,85,9797,TC 19/16 85 (2014-2024)
48,Husqvarna,125,125,3970,CR 125 (1999-2012)
48,Husqvarna,125,125,1365,SM 125 (1998-1999)
48,Husqvarna,125,125,1367,SM S 125 (2000-2012)
48,Husqvarna,125,125,1366,SMR4 125 (2010-2013)
48,Husqvarna,125,125,3971,SMS 4T LC Euro3 125 (2010-2013)
48,Husqvarna,125,125,14730,Svartpilen Euro5 125 (2021-2024)
48,Husqvarna,125,125,8342,TC 125 (2014-2019)
48,Husqvarna,125,125,14983,TC 2T 125 (2020-2025)
48,Husqvarna,125,125,5145,TE 2T 125 (2014-2016)
48,Husqvarna,125,125,3972,TE 4T 125 (2010-2013)
48,Husqvarna,125,125,13724,TX 2T 125 (2017-2019)
48,Husqvarna,125,125,3973,WR 125 (1991-2013)
48,Husqvarna,125,125,1369,WRE 125 (1995-2012)
48,Husqvarna,125,125,11993,WXC 125 (1992-1995)
48,Husqvarna,125,125,11994,WXE 125 (1994-1995)
48,Husqvarna,150,150,13007,CR 150 (2011-2011)
48,Husqvarna,150,150,14555,TC 150 (2020-2021)
48,Husqvarna,150,150,14264,TE I 150 (2020-2025)
48,Husqvarna,240,240,9805,WR 240 (1985-1991)
48,Husqvarna,250,250,3974,CR 250 (1982-2005)
48,Husqvarna,250,250,1370,FC 4T 250 (2014-2025)
48,Husqvarna,250,250,1371,FE 4T 250 (2014-2025)
48,Husqvarna,250,250,1372,SM R 250 (2005-2007)
48,Husqvarna,250,250,5146,TC 2T 250 (2011-2025)
48,Husqvarna,250,250,3975,TC 4T 250 (2002-2013)
48,Husqvarna,250,250,1374,TE 2T 250 (2014-2025)
48,Husqvarna,250,250,1373,TE 4t 250 (2002-2013)
48,Husqvarna,250,250,1375,TXC Cross Country 250 (2003-2013)
48,Husqvarna,250,250,3978,WR 2T 250 (1988-2013)
48,Husqvarna,250,250,11995,WXC 250 (1992-1995)
48,Husqvarna,250,250,11996,WXE 250 (1993-1995)
48,Husqvarna,260,260,9811,WR 2T 260 (1989-1991)
48,Husqvarna,300,300,1376,TE 2T 300 (2014-2025)
48,Husqvarna,300,300,14701,TE Jarvis Edition (2020) 300 (2020-2020)
48,Husqvarna,300,300,3980,WR 2T 300 (2008-2013)
48,Husqvarna,310,310,1377,TE 4T 310 (2009-2013)
48,Husqvarna,310,310,1378,TXC Cross Country 310 (2012-2013)
48,Husqvarna,350,350,1379,FC 4T 350 (2014-2025)
48,Husqvarna,350,350,1380,FE 4T 350 (2014-2025)
48,Husqvarna,350,350,5147,TC 4T 350 (1990-1991)
48,Husqvarna,350,350,3981,TE 4T 350 (1991-1998)
48,Husqvarna,350,350,11997,WXC 350 (1992-1994)
48,Husqvarna,360,360,3982,CR 2T 360 (1992-1998)
48,Husqvarna,360,360,3983,WR 2T 360 (1991-2002)
48,Husqvarna,360,360,11999,WXC 360 (1992-1995)
48,Husqvarna,400,400,1381,SM R 400 (2002-2004)
48,Husqvarna,400,400,3984,TE (H500AA1V00) 400 (2001-2001)
48,Husqvarna,400,400,9817,WR 400 (1987-1989)
48,Husqvarna,401,401,1381,SM R 400 (2002-2004)
48,Husqvarna,401,401,3984,TE (H500AA1V00) 400 (2001-2001)
48,Husqvarna,401,401,9817,WR 400 (1987-1989)
48,Husqvarna,410,410,3986,TE (2AA) 410 (1995-1998)
48,Husqvarna,410,410,7651,TE (H500AA) 410 (1999-2001)
48,Husqvarna,410,410,2219,TE E (H710ACX) 410 (1999-1999)
48,Husqvarna,410,410,13725,TE E (H710ACY) 410 (2000-2001)
48,Husqvarna,449,449,1382,SM R 449 (2011-2013)
48,Husqvarna,449,449,1383,TC 449 (2011-2013)
48,Husqvarna,449,449,1384,TE 449 (2011-2013)
48,Husqvarna,449,449,1385,TXC Cross Country 449 (2011-2012)
48,Husqvarna,450,450,1386,FC 4T 450 (2014-2025)
48,Husqvarna,450,450,1387,FE 4T 450 (2014-2025)
48,Husqvarna,450,450,15426,FR Rally 4T 450 (2017-2020)
48,Husqvarna,450,450,9068,FS 4T 450 (2015-2020)
48,Husqvarna,450,450,1389,SM R 450 (2003-2010)
48,Husqvarna,450,450,1388,SM RR 450 (2006-2010)
48,Husqvarna,450,450,3987,TC 450 (2002-2010)
48,Husqvarna,450,450,1390,TE 450 (2002-2010)
48,Husqvarna,450,450,1391,TXC Cross Country 450 (2005-2010)
48,Husqvarna,501,501,1392,FE 4T 501 (2014-2025)
48,Husqvarna,510,510,1393,SM R 510 (2005-2010)
48,Husqvarna,510,510,1394,TC 510 (2002-2010)
48,Husqvarna,510,510,1395,TE 510 (2002-2010)
48,Husqvarna,510,510,1396,TE R 510 (2004-2004)
48,Husqvarna,510,510,1397,TXC Cross Country 510 (2004-2010)
48,Husqvarna,511,511,1398,SM R 511 (2011-2013)
48,Husqvarna,511,511,1399,TE 511 (2011-2013)
48,Husqvarna,511,511,1400,TXC Cross Country 511 (2011-2013)
48,Husqvarna,530,530,1401,SM RR 530 (2009-2010)
48,Husqvarna,570,570,3997,SM R 570 (2001-2004)
48,Husqvarna,570,570,14466,SM R Nox 570 (2001-2003)
48,Husqvarna,570,570,3998,TC (H601AA1V05) 570 (2001-2001)
48,Husqvarna,570,570,14462,TC (H601AA2V05) 570 (2002-2002)
48,Husqvarna,570,570,3999,TE (H601AA1V5) 570 (2001-2001)
48,Husqvarna,570,570,14463,TE (H601AA2V00) 570 (2002-2002)
48,Husqvarna,570,570,14464,TE (H601AA3V00) 570 (2003-2003)
48,Husqvarna,570,570,14465,TE (H601AA4V00) 570 (2004-2004)
48,Husqvarna,610,610,2220,SM 610 (1998-1999)
48,Husqvarna,610,610,5149,SM S / SM S IE 610 (2000-2010)
48,Husqvarna,610,610,4004,TC (8AE05) 610 (1991-1997)
48,Husqvarna,610,610,9833,TC (H600AAWV05) 610 (1991-1997)
48,Husqvarna,610,610,4005,TE (8AE00) 610 (1991-1997)
48,Husqvarna,610,610,14467,TE (H600AA-W) 610 (1998-1998)
48,Husqvarna,610,610,14468,TE (H600AA-X) 610 (1999-1999)
48,Husqvarna,610,610,14469,TE (H601AA-Y) 610 (2000-2000)
48,Husqvarna,610,610,2222,TE E (A100AA-6V) 610 (2005-2006)
48,Husqvarna,610,610,14470,TE E (A101AA-7V/A100-8V) 610 (2007-2010)
48,Husqvarna,610,610,14472,TE E (H700AA-W/H700AA-Y) 610 (1998-2001)
48,Husqvarna,610,610,14473,TE E (HA700AA-3V) 610 (2002-2004)
48,Husqvarna,610,610,14474,TE LT (H702AA-Y) 610 (1998-2000)
48,Husqvarna,610,610,2223,TE LT 610 (1998-2008)
48,Husqvarna,610,610,13726,WMX 610 (1991-1991)
48,Husqvarna,610,610,12004,WXC 610 (1993-1995)
48,Husqvarna,610,610,12005,WXE 610 (1993-1994)
48,Husqvarna,630,630,2224,SMS 630 (2010-2013)
48,Husqvarna,630,630,5150,TE 630 (2010-2013)
48,Husqvarna,650,650,1402,TR Strada 650 (2012-2014)
48,Husqvarna,650,650,9835,TR Terra 650 (2013-2014)
48,Husqvarna,701,701,14126,FE Enduro Euro4 701 (2016-2020)
48,Husqvarna,701,701,16545,FE Enduro Euro5 701 (2021-2024)
48,Husqvarna,701,701,9071,Supermoto Euro4 701 (2016-2020)
48,Husqvarna,701,701,16546,Supermoto Euro5 701 (2021-2024)
48,Husqvarna,701,701,14127,Svartpilen Euro4 701 (2018-2020)
48,Husqvarna,701,701,16547,Svartpilen Euro5 701 (2021-2022)
48,Husqvarna,701,701,14128,Vitpilen Euro4 701 (2016-2020)
48,Husqvarna,701,701,16548,Vitpilen Euro5 701 (2021-2022)
48,Husqvarna,801,801,16715,Svartpilen 801 (2024-2024)
48,Husqvarna,900,900,2226,Nude 900 (2012-2013)
48,Husqvarna,900,900,13727,Nude ABS 900 (2012-2013)
48,Husqvarna,900,900,2227,Nude R 900 (2012-2013)
48,Husqvarna,900,900,9072,Nude R ABS 900 (2013-2013)
48,Husqvarna,901,901,15417,Norden 901 (2022-2023)
49,Hyosung,125,125,12962,GA Cruise I 125 (1996-2003)
49,Hyosung,125,125,5153,GA F Cruise 125 (2005-2006)
49,Hyosung,125,125,4014,GF 125 (1998-2005)
49,Hyosung,125,125,2228,GT Comet 125 (2004-2006)
49,Hyosung,125,125,2229,GT Comet R / IE (Euro2/Euro3) 125 (2006-2011)
49,Hyosung,125,125,1413,GV Aquila 125 (2000-2010)
49,Hyosung,125,125,16649,GV Aquila S Euro4 125 (2018-2020)
49,Hyosung,125,125,16650,GV Aquila S Euro5 125 (2021-2023)
49,Hyosung,125,125,1414,MS1 Exceed 125 (2005-2005)
49,Hyosung,125,125,1416,RT Karion 125 (2004-2011)
49,Hyosung,125,125,1417,RX D Enduro Euro3 125 (2007-2008)
49,Hyosung,125,125,1418,RX SM Motard Euro3 125 (2007-2014)
49,Hyosung,125,125,1419,XRX 125 (1999-2007)
49,Hyosung,250,250,2230,GT Comet 250 (2004-2005)
49,Hyosung,250,250,6898,GT Comet Fi 250 (2007-2010)
49,Hyosung,250,250,2231,GT Comet R 250 (2006-2008)
49,Hyosung,250,250,8071,GT Comet R Fi 250 (2007-2012)
49,Hyosung,250,250,2232,GT Comet S 250 (2006-2008)
49,Hyosung,250,250,1420,GV Aquila 250 (2004-2007)
49,Hyosung,250,250,5155,GV Aquila FI / EI 250 (2008-2009)
49,Hyosung,650,650,3194,GT Comet 650 (2004-2008)
49,Hyosung,650,650,2233,GT Comet R / R TTC 650 (2005-2008)
49,Hyosung,650,650,2234,GT Comet S 650 (2005-2008)
49,Hyosung,650,650,14438,GT I 650 (2008-2012)
49,Hyosung,650,650,291,GV Aquila 650 (2005-2010)
49,Hyosung,700,700,7526,ST7 700 (2010-2013)
51,Indian,1000,1000,15727,Scout Sixty (2016) 1000 (2016-2016)
51,Indian,1000,1000,15728,Scout Sixty (2017-2018) 1000 (2017-2018)
51,Indian,1130,1130,9860,Scout (2016) 1130 (2015-2016)
51,Indian,1200,1200,15731,FTR (2019-2020) 1200 (2019-2020)
51,Indian,1200,1200,15732,FTR S (2019-2020) 1200 (2019-2020)
51,Indian,1200,1200,15729,Scout (2017-2020) 1200 (2017-2020)
51,Indian,1200,1200,15730,Scout Bobber (2017-2020) 1200 (2017-2020)
51,Indian,1442,1442,2235,Scout 1442 (2002-2003)
51,Indian,1600,1600,15726,Scout Sixty 1600 (2016-2018)
51,Indian,1700,1700,15753,Chief Blackhawk 1700 (2011-2013)
51,Indian,1700,1700,15754,Chief Bomber 1700 (2010-2013)
51,Indian,1700,1700,15755,Chief Classic 1700 (2010-2013)
51,Indian,1700,1700,15756,Chief Dark Horse 1700 (2010-2013)
